DATED,ACCC_NO,CLASS_NO,BOOK_NO,AUTHOR_1,AUTHOR_2,TITLE,PUBLISHER_NAME,PLACE,COLLN_TYPE,TYPE_OF_MATERIAL,YEAR,EDITION,PG_COUNT,ILLUST,BK_SIZE,ISBN,LANGUAGE,SCRIPT_USED,TRANSLATED,SUBJECT_HEAD,PHY_MED,PRICE,TYPE_OF_BINDING,DOC_NO,SERIES_NAME,ISSN_NO,VOL_NO,PEGINATION,TITLE_VOLUME,ENTRY_ELEMENT,OTHER_NAME,ADDRESS,COUNTRY,BIBLIO_GRAPHY,MEETING_NAME,COUNTTRY_MEETING,PLACE_MEETING,DATE_MEETING,NUMBER_MEETING,KEY,ISSUE,CUR,FCUR,REMARKS,WRITTENOFF,NOOFCOPIES,EDITOR,BK_INFO,ISSUED,COND_BOOK,AVAILABILITY,NEW_CLASS_NO,ORDER_NO,WITH_MEDIA,REFERENCE,BK_BINDING,EDITOR_TYPE,DISC_PR,ACTUAL_PR,SNO,ACCREGDATE,ALMIRAH_NO,SHELF_NO,ISS,ACCCC_NO,HINDI
2019-06-01,1753,0,0,ROLLAND ROMAN,THE LIFE OF VIVEKANAND & THE UNIVERSAL GOSPAL-ROLLAND ROMAN,THE LIFE OF VIVEKANAND & THE UNIVERSAL GOSPAL,"ADVAITVA ASHRAM,CALCUTTA",,,,1965,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1783,0,0,BARKAR ERNEST,GREEK POLITICAL THEORY-BARKAR ERNEST,GREEK POLITICAL THEORY,METHEUN & CO.,,,,1964,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1800,0,0,NAMBOODIRI P.K.S,INTERVENTION IN THE INDIAN OCEAN-NAMBOODIRI P.K.S,INTERVENTION IN THE INDIAN OCEAN,ABC PUBS HOUSE NEW DELHI,,,,1982,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1829,0,0,VASHISHT JAI SHRI,THE GEM SENIOR ESSAYS-VASHISHT JAI SHRI,THE GEM SENIOR ESSAYS,MONGA BOOK DEPOT,,,,1998,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1844,0,0,TOWIN MARK,THE ADVENTURE OF TOM SAWYER-TOWIN MARK,THE ADVENTURE OF TOM SAWYER,MADHUBAN EDUCATIONAL BOOK,,,,1996,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1857,0,0,AUSTIN JANE,PRIDE AND PREJUDICE-AUSTIN JANE,PRIDE AND PREJUDICE,MADHUBAN EDUCATIONAL BOOK,,,,1995,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1,0,0,"DIXIT,RAJESH","HAST REKHA VIGHYAN-DIXIT,RAJESH",HAST REKHA VIGHYAN,DEHATI PUSTAK BHANDAR,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,3,0,0,"SHARMA,GIRDHARI LAL","LAL KITAB-SHARMA,GIRDHARI LAL",LAL KITAB,"LAXMI PRAKASHAN,DELHI",,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,26,0,0,"SWAMI,PRABHUPAAD","SHIR MADBHAGWAT GEETA-YATHAROOP-SWAMI,PRABHUPAAD",SHIR MADBHAGWAT GEETA-YATHAROOP,"MUKTI VEDANT BOOK TRUST,MUMBAI",,,,1990,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,139,0,0,"GEETA PRESS,GORAKHPUR","BHAKT RAJ HANUMAN-GEETA PRESS,GORAKHPUR",BHAKT RAJ HANUMAN,"GEETA PRESS,GORAKHPUR",,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,168,0,0,RAMKRISHNA MISSION,AMRIT SANDESH-RAMKRISHNA MISSION,AMRIT SANDESH,"RAMKRISHNA MATH,NAGPUR",,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,215,0,0,VIMAL MITRA,MUJRIM HAJIR I KHAND-VIMAL MITRA,MUJRIM HAJIR I KHAND,"RAJPAL AND SONS ,NEW DELHI",,,,1989,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,230,0,0,ASHAPURNA DEVI,VALAYGRASS-ASHAPURNA DEVI,VALAYGRASS,"RAVINDRA PRAKASHAN,ALLAHABAD",,,,1986,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,288,0,0,"TRIPATHI,SHOBHA","ZEWAR- KAHANI SANGRAH-TRIPATHI,SHOBHA",ZEWAR- KAHANI SANGRAH,"GYANODAY PRAKASHAN,NAINITAL",,,,2000,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,394,0,0,"HUSAIN,SYED AMJAD (SAMPADAK)","FIRAAK-SADI KI AWAAZ-HUSAIN,SYED AMJAD (SAMPADAK)",FIRAAK-SADI KI AWAAZ,SUCHNA AVON JANSAMPARK U.P.,,,,1997,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,443,0,0,KANTESHWARANAND,MANAS SINDHU SAR-SHREVERPUR RAHASYA-KANTESHWARANAND,MANAS SINDHU SAR-SHREVERPUR RAHASYA,MA PRAKASHAN PRAYAG,,,,1992,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,488,0,0,GIRIRAJ SHARAN SAMPADAN,LALA LAJPATRAI NE KAHA THA-GIRIRAJ SHARAN SAMPADAN,LALA LAJPATRAI NE KAHA THA,PRATIBHA PRATISTHAN NEW DELHI,,,,1985,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,553,0,0,"VERMA,SAVITRI DEVI","SUNO KAN MEIN-VERMA,SAVITRI DEVI",SUNO KAN MEIN,"AATMA AND SONS,DELHI",,,,1963,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,582,0,0,AYODHYA SHODH SANSTHAN,SAKSHI-AYODHYA KI SANGEET PARAMPARA-AYODHYA SHODH SANSTHAN,SAKSHI-AYODHYA KI SANGEET PARAMPARA,"AYODHYA SHODH SANSTHAN,FAIZABAD",,,,2011,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,677,0,0,GALLACHEV BERNARD,TEACH YOURSELF GOLF-GALLACHEV BERNARD,TEACH YOURSELF GOLF,TEACH YOURSELF U.K,,,,1998,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,723,0,0,MAUDUDI S.A.,TOWORDS UNDERSTANDING ISLAM-MAUDUDI S.A.,TOWORDS UNDERSTANDING ISLAM,MARKAZI MAKTABA DELHI,,,,1995,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,788,0,0,"BLYTON,ENID","THE SECRET OF SPIGGY HOLES-BLYTON,ENID",THE SECRET OF SPIGGY HOLES,BASIL BLACKWELL U.K.,,,,1995,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,827,0,0,"BLYTON,ENID","MYSTERY : THE RAT A TAT MYSTERY-BLYTON,ENID",MYSTERY : THE RAT A TAT MYSTERY,HARPER COLLINS INDIA,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,913,0,0,"KIPLING ,RUDYORD","PUCK OF POOK'S HILL-KIPLING ,RUDYORD",PUCK OF POOK'S HILL,WORDSWORTH EDITION,,,,1994,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,925,0,0,HIMALAYAN INTERNATIONAL INSTITUTES,LIVING WITH THE HIMALYAN MASTERS-HIMALAYAN INTERNATIONAL INSTITUTES,LIVING WITH THE HIMALYAN MASTERS,HIMALAYAN INTERNATIONAL INSTITUTE,,,,1998,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,984,0,0,KHAUTEL.M.,THE SANGAI THE PRIDE OF MANIPUR-KHAUTEL.M.,THE SANGAI THE PRIDE OF MANIPUR,KALYANI PUBLISHERS N.D,,,,2010,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1018,0,0,LASKI HAROLD J,A GRAMMAR OF POLITICS-LASKI HAROLD J,A GRAMMAR OF POLITICS,UNWIN UNIVERSITY BOOK,,,,1973,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1050,0,0,ROWLING J.K,HARRY POTTER AND THE CURSED CHILD-ROWLING J.K,HARRY POTTER AND THE CURSED CHILD,LITTLE BROWN GREAT BRITAIN,,,,2016,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1102,0,0,"SINGH,NAGENDRA","INTERNATIONAL LAW-SINGH,NAGENDRA",INTERNATIONAL LAW,"CENTRAL LAW AGENCY,ALLAHABAD",,,,1992,,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1127,0,0,ROWLING J.K,HARRY POTTER & GOBLET OF FIRE-ROWLING J.K,HARRY POTTER & GOBLET OF FIRE,BLOOMSBURY BOOKS,,,,2000,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1181,0,0,COOLIDGE SUSAN,WHAT KALTY DID AT SCHOOL-COOLIDGE SUSAN,WHAT KALTY DID AT SCHOOL,BLACKIE & SONS LONDAN,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1224,0,0,CUSSLER CLIVE,DEEP SIX-CUSSLER CLIVE,DEEP SIX,POCKET BOOKS NEW YORK,,,,1986,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1244,0,0,"LAWRENCE , D.H","SONS AND LAVERS-LAWRENCE , D.H",SONS AND LAVERS,PENGUIN BOOKS N.D.,,,,1974,,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1268,0,0,FRANK KATHERINE,INDIRA : THE LIFE OF INDIRA NEHRU-FRANK KATHERINE,INDIRA : THE LIFE OF INDIRA NEHRU,HARPER COLLINS INDIA,,,,2001,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1297,0,0,GUSTAD KAIZAD,OF ON FIXED ADDRESS-GUSTAD KAIZAD,OF ON FIXED ADDRESS,HARPER COLLINS INDIA,,,,1999,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1311,0,0,PENGUIN BOOKS,MANAND SUPERMAN-PENGUIN BOOKS,MANAND SUPERMAN,PENGUIN BOOKS N.D.,,,,1974,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1339,0,0,FOLLETT KEN,HONOUR AMONG THIEVES-FOLLETT KEN,HONOUR AMONG THIEVES,HARPER COLLINS INDIA,,,,1993,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1362,0,0,JACES BOOK PUBS,THE PANCHATANTRA-JACES BOOK PUBS,THE PANCHATANTRA,JACES BOOKS PUBS BOMBAY,,,,1975,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1394,0,0,TAGORE RABINDRANATH,THA WRECK-TAGORE RABINDRANATH,THA WRECK,MACMILLAN INDIA DELHI,,,,1970,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1397,0,0,KIPLING RUDYARD,JUST SO STORIES-KIPLING RUDYARD,JUST SO STORIES,BLOOMSBURY BOOKS,,,,1994,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1415,0,0,PYLE HOWARD,ADVANTURES OFROBINHOOD-PYLE HOWARD,ADVANTURES OFROBINHOOD,ENLIGHTEN BOMBAY,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1437,0,0,PIERRE PANT ST,J.P.DAS OMNIBUS-PIERRE PANT ST,J.P.DAS OMNIBUS,HAR ANAND PUBS,,,,2012,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1457,0,0,MAURIER DAPHNE DU,MARY ANNE-MAURIER DAPHNE DU,MARY ANNE,ARROW BOOKS,,,,1992,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1480,0,0,NARIMAN FALI S,THE STATE OF THE NATION IN THE CONTEXT OF INDIA'S CONSTITUTION-NARIMAN FALI S,THE STATE OF THE NATION IN THE CONTEXT OF INDIA'S CONSTITUTION,HAY HOUSE INDIA,,,,2013,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1570,0,0,WADEHRA B.L.,LAW RELATING TO POTENT TRADEMARK COPYRIGHTS DESIGN & GEOGRAPHICAL INDICATION-WADEHRA B.L.,LAW RELATING TO POTENT TRADEMARK COPYRIGHTS DESIGN & GEOGRAPHICAL INDICATION,UNIVERSAL LAW PUBS.CO.,,,,2006,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1651,0,0,LAW PUBLISHING HOUSE,REVENUE DECISIONS-LAW PUBLISHING HOUSE,REVENUE DECISIONS,LAW PUBLISHING HOUSE,,,,2007,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1721,0,0,ADAIV JOHN,EFFECTIVE LEADERSHIP-ADAIV JOHN,EFFECTIVE LEADERSHIP,RUPA & CO.,,,,1992,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1741,0,0,FERTIK MICHAEL,THE REPUTATION ECONOMY-FERTIK MICHAEL,THE REPUTATION ECONOMY,CROWN PUB COPR. NEW YORK,,,,2015,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1806,0,0,STULTZ RUSSELL,LEARN DOS IN DAY-STULTZ RUSSELL,LEARN DOS IN DAY,BPB PUBS NEW DELHI,,,,1994,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1859,0,0,JAGMOHAN,MY FROZEN TURBULENCE IN KASHIR-JAGMOHAN,MY FROZEN TURBULENCE IN KASHIR,ALLIED PUBS NEW DELHI,,,,1991,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1885,0,0,JOURNAL OF THE SCHOOL OF INT.STUDIES,INTERNATIONAL STUDIES : INDIA FOREIGN POLICY-JOURNAL OF THE SCHOOL OF INT.STUDIES,INTERNATIONAL STUDIES : INDIA FOREIGN POLICY,ASIA PUBLISHING HOUSE,,,,1978,,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,5,0,0,"SHRIMALI,NARAYAN DUTT","TANTRA SADHNA-SHRIMALI,NARAYAN DUTT",TANTRA SADHNA,"MAYUR,NEW DELHI",,,,1975,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,8,0,0,SWAMI ADGADANAND,SHANKA SAMADHAN-SWAMI ADGADANAND,SHANKA SAMADHAN,SHRI PARAMHANS SWAMI ADGADANAND SHRI ASHRAM TRUST,,,,2010,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,18,0,0,"THAKUR,SHIVRAM","SHRI SAI SACHCHARIT -THAKUR,SHIVRAM",SHRI SAI SACHCHARIT,"SHRI SAI BABA SANSTHAN,SAI NIKETAN,DADAR",,,,2002,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,24,0,0,"GEETA PRESS,GORAKHPUR","SHRI MADBHAGWATGEETA-GEETA PRESS,GORAKHPUR",SHRI MADBHAGWATGEETA,"GEETA PRESS,GORAKHPUR",,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,33,0,0,"GAUTAM,CHAMANLAL","SHRI MADBHAGWAT SAPTAH KATHA-GAUTAM,CHAMANLAL",SHRI MADBHAGWAT SAPTAH KATHA,"SANSKRITI SANSTHAN,BAREILY",,,,2009,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,38,0,0,AKHANDANAND SARASWATI,SHRI BHEESHPITAMAH-AKHANDANAND SARASWATI,SHRI BHEESHPITAMAH,"GEETA PRESS,GORAKHPUR",,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,41,0,0,SHRI RAM,JEEVAN SAURABH-SHRI RAM,JEEVAN SAURABH,"MANJUL PUBLISHING,BHOPAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,44,0,0,SWAMI PRABHUPAAD,MRITYU KI PARAJAY-SWAMI PRABHUPAAD,MRITYU KI PARAJAY,"BHAKTI VEDANT BOOK TRUST,MUMBAI",,,,1996,,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,53,0,0,AKHANDANAND SARASWATI SEWA SANSTHAN,VEDANT BODH-AKHANDANAND SARASWATI SEWA SANSTHAN,VEDANT BODH,"AKHANDANAND SARASWATI SEWA SANSTHAN,VARANASI",,,,1986,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,61,0,0,"JOSHI,KEVAL ANAND","AAPKA RASHIPHAL-1999-JOSHI,KEVAL ANAND",AAPKA RASHIPHAL-1999,"MANOJ POCKET BOOKS,DELHI",,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,73,0,0,"GUPTA,VEDVRAT(EDITOR)","MAIDANI RAMLEELA,JASWANTNAGAR,ITAWA-GUPTA,VEDVRAT(EDITOR)","MAIDANI RAMLEELA,JASWANTNAGAR,ITAWA","AYODHYA SHODH SANSTHAN,AYODHYA",,,,2014,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,96,0,0,VILAS CHANDRA,SHRI BANKE BIHARI JI KE CHAMATKAR-VILAS CHANDRA,SHRI BANKE BIHARI JI KE CHAMATKAR,"SHRI BANKE BIHARI SEVA PRAKALP,VRINDAVAN",,,,2009,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,107,0,0,"SHARMA,SHRI RAM","108 UPNISHAD (GYAN KHAND)-SHARMA,SHRI RAM",108 UPNISHAD (GYAN KHAND),"SANSKRITI SANSTHAN,BAREILY",,,,2007,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,112,0,0,"CHAKRAWARTI,SARATCHANDRA","VIVEKANAND JI KE SANG MEIN-CHAKRAWARTI,SARATCHANDRA",VIVEKANAND JI KE SANG MEIN,"SHRI RAMKRISHAN ASHRAM,NAGPUR",,,,1970,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,121,0,0,SHRI ARVIND,HAMARA YOG AUR USKE UDDESHYA-SHRI ARVIND,HAMARA YOG AUR USKE UDDESHYA,"SHRI ARVIND ASHRAM,PONDICHERRY",,,,2016,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,130,0,0,AKHANDANAND SARASWATI,SUNDAR KAND -AKHANDANAND SARASWATI,SUNDAR KAND,"SIYARAM PRINTERS,NEW DELHI",,,,1993,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,136,0,0,"SANGMESHAM,M.","SHRI VENKETESHWARJI KA SUPRABHAT SHROT-SANGMESHAM,M.",SHRI VENKETESHWARJI KA SUPRABHAT SHROT,"TIRUMAL TIRUPATI SEVA SANSTHAN,TIRUPATI",,,,1999,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,146,0,0,ADGADANAND JI,BHAJAN KISKA KARE-ADGADANAND JI,BHAJAN KISKA KARE,"ADGADANAND ASHRAM TRUST,MUMBAI",,,,2002,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,151,0,0,"GEETA PRESS,GORAKHPUR","PREMI BHAKT UDHAV-GEETA PRESS,GORAKHPUR",PREMI BHAKT UDHAV,"GEETA PRESS,GORAKHPUR",,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,157,0,0,ANIL BHAVSAGAR,EK LINGJI DARSHAN-ANIL BHAVSAGAR,EK LINGJI DARSHAN,"ANIL BHAVSAR,UDAIPUR",,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,159,0,0,"PANDEY, ASHOK","NAV KALEVAR AUR RATH YATRA-PANDEY, ASHOK",NAV KALEVAR AUR RATH YATRA,"RAMA PUBLICATION,NEW DELHI",,,,2012,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,163,0,0,SWAMI PRABHUPAAD,RAS RAJ SHRIKRISHAN-SWAMI PRABHUPAAD,RAS RAJ SHRIKRISHAN,"BHAKTI VEDANT BOOK TRUST,MUMBAI",,,,1981,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,170,0,0,AKHANDANAND SARASWATI,KRISHNA KRISHNA KE UCHARAN SE KRISHNA PRAPTI-AKHANDANAND SARASWATI,KRISHNA KRISHNA KE UCHARAN SE KRISHNA PRAPTI,"SATYA SAHITYA PRAKASHAN TRUST,MUMBAI",,,,2011,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,174,0,0,PREMCHANDRA,GODAN-PREMCHANDRA,GODAN,"DIAMOND POCKET BOOKS,DELHI",,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,181,0,0,PREMCHANDRA,GODAN-PREMCHANDRA,GODAN,HANS PRAKASHAN,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,184,0,0,PREMCHANDRA,VARDAN-PREMCHANDRA,VARDAN,"RAJAT PRAKASHAN,MEERUT",,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,191,0,0,"NAGAR,AMRIT LAL","KARWAT-NAGAR,AMRIT LAL",KARWAT,"RAJPAL AND SONS ,NEW DELHI",,,,1990,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,195,0,0,"CHATOPADHYAY,SHARAT CHANDRA","PATH KE DAWEDAR-CHATOPADHYAY,SHARAT CHANDRA",PATH KE DAWEDAR,"DIAMOND POCKET BOOKS,DELHI",,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,199,0,0,"CHATOPADHYAY,SHARAT CHANDRA","SHREEKANT-CHATOPADHYAY,SHARAT CHANDRA",SHREEKANT,SANMARG PRAKASHAN,,,,1982,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,202,0,0,"KOHLI,NARENDRA","DEEKSHA-KOHLI,NARENDRA",DEEKSHA,"PARAG PRAKASHAN,DELHI",,,,2000,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,206,0,0,SHIVANI,ATITHI-SHIVANI,ATITHI,HIND POCKET BOOKS,,,,1995,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,210,0,0,SHIVANI,KRISHNAKALI-SHIVANI,KRISHNAKALI,"BHARTIYA GYANPEETH,NEW DELHI",,,,2006,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,221,0,0,"DWIVEDI,HAJARI PRASAD","BADMAH KI AATHKATHA-DWIVEDI,HAJARI PRASAD",BADMAH KI AATHKATHA,"RAJKAMAL,DELHI",,,,1990,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,225,0,0,"SHUKLA,SHREELAL","RAG DARBARI-SHUKLA,SHREELAL",RAG DARBARI,"RAJKAMAL,DELHI",,,,2014,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
