DATED,ACCC_NO,CLASS_NO,BOOK_NO,AUTHOR_1,AUTHOR_2,TITLE,PUBLISHER_NAME,PLACE,COLLN_TYPE,TYPE_OF_MATERIAL,YEAR,EDITION,PG_COUNT,ILLUST,BK_SIZE,ISBN,LANGUAGE,SCRIPT_USED,TRANSLATED,SUBJECT_HEAD,PHY_MED,PRICE,TYPE_OF_BINDING,DOC_NO,SERIES_NAME,ISSN_NO,VOL_NO,PEGINATION,TITLE_VOLUME,ENTRY_ELEMENT,OTHER_NAME,ADDRESS,COUNTRY,BIBLIO_GRAPHY,MEETING_NAME,COUNTTRY_MEETING,PLACE_MEETING,DATE_MEETING,NUMBER_MEETING,KEY,ISSUE,CUR,FCUR,REMARKS,WRITTENOFF,NOOFCOPIES,EDITOR,BK_INFO,ISSUED,COND_BOOK,AVAILABILITY,NEW_CLASS_NO,ORDER_NO,WITH_MEDIA,REFERENCE,BK_BINDING,EDITOR_TYPE,DISC_PR,ACTUAL_PR,SNO,ACCREGDATE,ALMIRAH_NO,SHELF_NO,ISS,ACCCC_NO,HINDI
2019-06-01,1710,0,0,GUPTA RAJIV R,SPIRITUALITY UNPLUGGED-GUPTA RAJIV R,SPIRITUALITY UNPLUGGED,JACO PUB BOMBAY,,,,2006,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1716,0,0,AHUJA M.L.,EMINENT INDIANS LITERATIVE-AHUJA M.L.,EMINENT INDIANS LITERATIVE,RUPA & CO.,,,,2006,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1717,0,0,EYSNCK H.J.,CHECK YOUR OWN I Q-EYSNCK H.J.,CHECK YOUR OWN I Q,PENGUIN BOOKS N.D.,,,,1996,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1720,0,0,OUTLOOK TRAVELLER DELHI TOURISM,OUT LOOK TRAVELLER GETWAYS-OUTLOOK TRAVELLER DELHI TOURISM,OUT LOOK TRAVELLER GETWAYS,DELHI TOURISM OUTLOOK,,,,2003,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1723,0,0,SWAMI PRABHUPEDA,BHAGAVAD GITA AS IT IS-SWAMI PRABHUPEDA,BHAGAVAD GITA AS IT IS,BHAKTINEDANTA BOOK TRUST,,,,1994,,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1726,0,0,MUKHARJEE RUDRAGSHU,GREAT SPEECHES OF MODERN INDIA-MUKHARJEE RUDRAGSHU,GREAT SPEECHES OF MODERN INDIA,RANDOM HOUSE NEW YORK,,,,2014,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1729,0,0,MASAN PHILIP,A MATTER OF HONOUR : INDIAN ARMY & OFFICER & MENS-MASAN PHILIP,A MATTER OF HONOUR : INDIAN ARMY & OFFICER & MENS,EBD EDUCATION DEHRADUN,,,,1988,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1731,0,0,AMITABH BACHCHAN,SOUL CURRY FOR YOU AND ME-AMITABH BACHCHAN,SOUL CURRY FOR YOU AND ME,POPULAR PRAKASHAN,,,,2003,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1733,0,0,RODIONOV V.V.,THE FASCINATING WORLD OF BEES-RODIONOV V.V.,THE FASCINATING WORLD OF BEES,MIR PUBS MOSCOV,,,,1986,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1736,0,0,AKBER M.J.,INDIA : THE STAGE WITH IN-AKBER M.J.,INDIA : THE STAGE WITH IN,PENGUIN BOOKS N.D.,,,,1985,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1738,0,0,BANSAL RASHMI,CONNECT THE DOTS-BANSAL RASHMI,CONNECT THE DOTS,WESTLAND LTD.CHENNAI,,,,2012,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1747,0,0,TIMES OF INDIA,THE BEST SPEAKING TREE VOL.8-TIMES OF INDIA,THE BEST SPEAKING TREE VOL.8,TIMES GROUP BOOKS,,,,2013,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1749,0,0,BANGEA R.K.,THE LAW OF TORTS-BANGEA R.K.,THE LAW OF TORTS,ALLAHABAD LAW AGENCY,,,,1994,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1757,0,0,HARGRANE ROBERT L,INDIA : GOVERNMENT & POLITICS IN DEVELOPING NATION-HARGRANE ROBERT L,INDIA : GOVERNMENT & POLITICS IN DEVELOPING NATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1762,0,0,BLONDEL JEAN,COMPORATIVE GOVERNMENT-BLONDEL JEAN,COMPORATIVE GOVERNMENT,MACMILLAN,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1765,0,0,POULOSE T.T. (ED.),PERPECTIVIES OF INDIA'S NUCLEAR POLICY-POULOSE T.T. (ED.),PERPECTIVIES OF INDIA'S NUCLEAR POLICY,YOUNG INDIA PUBS,,,,1978,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1769,0,0,VARMA S.P.,MODERN POLITICAL THEORY-VARMA S.P.,MODERN POLITICAL THEORY,VIKASH PUB.HOUSE,,,,1975,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1774,0,0,RAHMAN M.N.,THE POLITICS OF NON-ALIGNMENT-RAHMAN M.N.,THE POLITICS OF NON-ALIGNMENT,ASSOCIATE PUBS HOUSE,,,,1969,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1778,0,0,COKER FRANCIS W,RECENT POLITICAL THOUGHT-COKER FRANCIS W,RECENT POLITICAL THOUGHT,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1786,0,0,BALKRISHNA,PRINCIPLES OF CIVICS-BALKRISHNA,PRINCIPLES OF CIVICS,KITAB MAHAL ALLAHABAD,,,,1971,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1790,0,0,ATLEKAR A.S.,STATE & GOVERNMENT IN ANCIENT INDIA-ATLEKAR A.S.,STATE & GOVERNMENT IN ANCIENT INDIA,MOTILAL BANARAIDAS DELHI,,,,1977,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1795,0,0,MCLALLAN DAVID S,THE THEORY & PRACTICE OF INTERNATIONAL RELATION-MCLALLAN DAVID S,THE THEORY & PRACTICE OF INTERNATIONAL RELATION,PRENTICE HALL NEW DELHI,,,,1977,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1799,0,0,KAPLAN MORTAN A,SYSTEM & PROCESS IN INTERNATIONAL POLITICS-KAPLAN MORTAN A,SYSTEM & PROCESS IN INTERNATIONAL POLITICS,JOHN WILEY & SONS LANDON,,,,1957,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1802,0,0,RAMASWAMY B.S.,CONTRACTS AND THEIR MANAGEMENT-RAMASWAMY B.S.,CONTRACTS AND THEIR MANAGEMENT,LEXIS NEXIS GURGAON,,,,2013,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1811,0,0,SHARMA S.R.,THE MAKING OF MODERN INDIA-SHARMA S.R.,THE MAKING OF MODERN INDIA,ORINT LONGMANN DELHI,,,,1951,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1814,0,0,JOHARI J.C.,INDIAN GOVT. & POLITICS-JOHARI J.C.,INDIAN GOVT. & POLITICS,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1818,0,0,FREEMAN EUGENE,THE WISDOM & IDEAS OF PLATO-FREEMAN EUGENE,THE WISDOM & IDEAS OF PLATO,FOWCATT PUB.NEW YORK,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1820,0,0,RAO RAJA,KANTHAPURA-RAO RAJA,KANTHAPURA,OXFORD UNIVERSITY PRESS,,,,1974,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1826,0,0,WILSON ANIL (ED.),WHISPERES OF IMMORTALITY-WILSON ANIL (ED.),WHISPERES OF IMMORTALITY,INTER UNIVERSITY PRESS DELHI,,,,2004,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1827,0,0,OXFORD UNIVERSITY PRESS,EXERCISES IN ENGLISH COMPOSITON-OXFORD UNIVERSITY PRESS,EXERCISES IN ENGLISH COMPOSITON,OXFORD UNIVERSITY PRESS,,,,1967,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1832,0,0,HARWARD PETER,PERFECT YOUR SENTENCES-HARWARD PETER,PERFECT YOUR SENTENCES,ORINT LONGMANN DELHI,,,,2002,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1833,0,0,HARWARD PETER,PERFECT YOUR PUNCLUATION-HARWARD PETER,PERFECT YOUR PUNCLUATION,ORINT LONGMANN DELHI,,,,2004,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1836,0,0,NARAYAN R.K.,UNDER THE BANYAN TREEE & OTHER STORIES-NARAYAN R.K.,UNDER THE BANYAN TREEE & OTHER STORIES,INDIAN THOUGHT PUBS MYSORE,,,,1999,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1839,0,0,SRI AUROBINDO ASHRAM,THE MOTHER : TALES OF ALL TIMES-SRI AUROBINDO ASHRAM,THE MOTHER : TALES OF ALL TIMES,SRI AUROBINDO ASHRAM TRUST,,,,2001,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1841,0,0,SETHI J.,A PRACTICAL COURSE IN ENGLISH PRONOUNCIATION-SETHI J.,A PRACTICAL COURSE IN ENGLISH PRONOUNCIATION,PRINTICE HALL NEW DELHI,,,,2004,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1846,0,0,DICKENS CHARLES,DAVID COPPERFILD-DICKENS CHARLES,DAVID COPPERFILD,VIKASH PUBS.HOUSE,,,,1996,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1849,0,0,ALCOTT LOUISA M,LITTLE WOMEN-ALCOTT LOUISA M,LITTLE WOMEN,VIKASH PUBS.HOUSE,,,,1997,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1851,0,0,MAURIER DAPHNE DU,REBECCA -MAURIER DAPHNE DU,REBECCA,MADHUBAN EDUCATIONAL BOOK,,,,1996,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1854,0,0,DOYLE ARTHUR CONAN,THE HOUND OF THE BASKERVILAS-DOYLE ARTHUR CONAN,THE HOUND OF THE BASKERVILAS,MADHUBAN EDUCATIONAL BOOK,,,,1996,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1861,0,0,TZU SUN,THE ART OF WAR-TZU SUN,THE ART OF WAR,SHAMBHALA PUBS BOSTAN,,,,1999,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1864,0,0,AHMED AQIL,TEXT BOOK OF MOHAMMADAN LAW-AHMED AQIL,TEXT BOOK OF MOHAMMADAN LAW,CENTRAL LAW PUBLICATION ALLAHABAD,,,,1994,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1866,0,0,CHAKRAVARTI K.P.,THE HINDU MAARIAGE ACT 1955-CHAKRAVARTI K.P.,THE HINDU MAARIAGE ACT 1955,HIND PUBLISHING HOUSE ALLAHABAD,,,,1994,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1875,0,0,AGWANI,D�TENTE-AGWANI,D�TENTE,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1878,0,0,MITTAL J.K.,INDIAN LEGAL HISTORY-MITTAL J.K.,INDIAN LEGAL HISTORY,CENTRAL LAW AGENCY ALLAHABAD,,,,1990,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1880,0,0,KUMAR MEHENDRA,THEORETICAL ASPECTS OF INTERNATIONAL POLITICS-KUMAR MEHENDRA,THEORETICAL ASPECTS OF INTERNATIONAL POLITICS,SHIVLAL AGARWAL CO.DELHI,,,,1980,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1888,0,0,"RAJAN, MS (ED)","INDIA AND THE INTERNATIONAL SYSTEM-RAJAN, MS (ED)",INDIA AND THE INTERNATIONAL SYSTEM,VIKAS PUBLISHER,,,,1981,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,52,0,0,SWAMI PRABHUPAAD,BHAGWAN SHRI CHAITANYA MAHAPRABHU KA SHIKSHAMRIT-SWAMI PRABHUPAAD,BHAGWAN SHRI CHAITANYA MAHAPRABHU KA SHIKSHAMRIT,"MUKTI VEDANT BOOK TRUST,MUMBAI",,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,55,0,0,"BULKE,FATHER KAMIL","RAM KATHA- UTPATTI AUR VIKAS-BULKE,FATHER KAMIL",RAM KATHA- UTPATTI AUR VIKAS,"HINDI PARISHAD,PRAYAG",,,,2007,,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,72,0,0,"GUPTA,AYODHYA PRASAD","KOCH KI RAMLEELA-GUPTA,AYODHYA PRASAD",KOCH KI RAMLEELA,VANI PRAKASHAN,,,,2015,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,79,0,0,SHRI PATHERCHETTI RAM LEELA COMMEITEE,SHRI RAMLEELA SMARIKA-SHRI PATHERCHETTI RAM LEELA COMMEITEE,SHRI RAMLEELA SMARIKA,"SHRI PATHARCHETTI RAMLEELA COMMETTEE ,ALLAHABAD",,,,1290,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,100,0,0,"SHARMA,SHRI RAM","ATARV VEDA II-SHARMA,SHRI RAM",ATARV VEDA II,"SANSKRITI SANSTHAN,BAREILY",,,,2009,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,103,0,0,"SHARMA,SHRI RAM","RIGVEDA III-SHARMA,SHRI RAM",RIGVEDA III,"SANSKRITI SANSTHAN,BAREILY",,,,2008,,1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,115,0,0,RASIK MANDAL,UDHAV SHATAK-RASIK MANDAL,UDHAV SHATAK,"INDIAN PUBLICATION,PRAYAG",,,,1990,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,117,0,0,"PANDEY,VAIJNATH","CHARAN PADUKA-PANDEY,VAIJNATH",CHARAN PADUKA,"PUSTAK PATH,DELHI",,,,2017,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,123,0,0,"SHARMA,SHRI RAM","MARNE KE BAAD HAMARA KYA HOTA HAI-SHARMA,SHRI RAM",MARNE KE BAAD HAMARA KYA HOTA HAI,"YUG NIRMAN YOJNA,MATHURA",,,,2007,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,138,0,0,SHIVANAND MATH,SEWA-SHUDIKARAN KA MARG-SHIVANAND MATH,SEWA-SHUDIKARAN KA MARG,"SHIVANAND MATH,MUNGER",,,,2007,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,141,0,0,AKHANDANAND SARASWATI,BHAKTI VISHESTAYEIN-AKHANDANAND SARASWATI,BHAKTI VISHESTAYEIN,"SATYA SAHITYA PRAKASHAN TRUST,MUMBAI",,,,1993,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,150,0,0,AKHANDANAND SARASWATI,MOHAN KI MOHNI-AKHANDANAND SARASWATI,MOHAN KI MOHNI,"SAHITYA PRAKASHAN TRUST,MUMBAI",,,,2010,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,156,0,0,"GAUTAM,CHAMANLAL","GAYATRI HAWAN VIDHAN-GAUTAM,CHAMANLAL",GAYATRI HAWAN VIDHAN,"SANSKRITI SANSTHAN,BAREILY",,,,2005,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,218,0,0,YASHPAL,DESHDROHI-YASHPAL,DESHDROHI,"LOKBHARTI,ALLAHABAD",,,,1978,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,222,0,0,"PRASAD,JAI SHANKAR","CHAYA/PRATIDHWANI-PRASAD,JAI SHANKAR",CHAYA/PRATIDHWANI,"BHARTIYA GRANTH NIKETAN,DELHI",,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,228,0,0,"PUSHPA,MAITRAYEE","EDATRAMAM-PUSHPA,MAITRAYEE",EDATRAMAM,"RAJKAMAL,DELHI",,,,2012,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,233,0,0,SHIVPRASAD SINGH,NEELA CHAND-SHIVPRASAD SINGH,NEELA CHAND,VANI PRAKASHAN,,,,2007,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,241,0,0,"HAIDAR,KURTULAIN","CHANDI BEGUM-HAIDAR,KURTULAIN",CHANDI BEGUM,"BHARITYA GYANPEETH,NEW DELHI",,,,2004,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,246,0,0,"AGNIHOTRI,KRISHNA","NEELOPHAR-AGNIHOTRI,KRISHNA",NEELOPHAR,"NATIONAL PUBLISHING,NEW DELHI",,,,1985,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,248,0,0,UPENDRA NATH ASHQ,BADI BADI ANKE-UPENDRA NATH ASHQ,BADI BADI ANKE,NEELABH PRAKASHAN,,,,1985,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,253,0,0,"KANTA,BHARTIYA","RET KI MACHLI-KANTA,BHARTIYA",RET KI MACHLI,"LOKBHARTI,ALLAHABAD",,,,1981,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,256,0,0,CHATUSEN,MATRABHOOMI-CHATUSEN,MATRABHOOMI,"PRABHAT PRAKASHAN,DELHI",,,,1988,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,264,0,0,"OJHA,SANHAIYALAL","BHARTIYA SARVSHRESHTA KAHANIYA I KHAND-OJHA,SANHAIYALAL",BHARTIYA SARVSHRESHTA KAHANIYA I KHAND,"BHARTIYA BHASHA PARISHAD,KOLKATA",,,,1987,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,274,0,0,"VISHT,PANKAJ","LEKIN DARWAJA-VISHT,PANKAJ",LEKIN DARWAJA,"RAJKAMAL,DELHI",,,,1997,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,280,0,0,"CHATURVEDI,SHIV SAHAY","HAMARI LOK KATHAYEIN-CHATURVEDI,SHIV SAHAY",HAMARI LOK KATHAYEIN,"SASTA SAHITYA MANDAL,NEW DELHI",,,,1996,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,293,0,0,"OJHA,SANHAIYALAL","BHARTIYA SARVSHRESHTA KAHANIYA KHAND-2-OJHA,SANHAIYALAL",BHARTIYA SARVSHRESHTA KAHANIYA KHAND-2,"BHARTIYA BHASHA PARISHAD,KOLKATA",,,,1989,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,297,0,0,"RAZIYA NOOR,MOHAMMAD","DOCTOR SALEEM-RAZIYA NOOR,MOHAMMAD",DOCTOR SALEEM,"KADAMBARI PRAKASHAN,DELHI",,,,1990,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,303,0,0,PREMCHANDRA,MANSAROVAR -6-PREMCHANDRA,MANSAROVAR -6,"DIAMOND POCKET BOOKS,DELHI",,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,309,0,0,PREMCHANDRA,MANSAROVER-1-PREMCHANDRA,MANSAROVER-1,HANS PRAKASHAN,,,,1983,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,313,0,0,PREMCHANDRA,MANSAROVER-3-PREMCHANDRA,MANSAROVER-3,"RAJKAMAL,DELHI",,,,1998,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,324,0,0,"KOHLI,NARENDRA","KSHAMA KARNA JIJI-KOHLI,NARENDRA",KSHAMA KARNA JIJI,BHARIYA GYAN PEETH,,,,2004,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,333,0,0,NARENDRA MOHAN SAMPADAK,VYAWASTHA VIRODHI KAHANIYAAN-NARENDRA MOHAN SAMPADAK,VYAWASTHA VIRODHI KAHANIYAAN,"PRABHAT PRAKASHAN,DELHI",,,,1986,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,388,0,0,"TRIPATHI,RAMNARESH(SAMPADAK)","KAVITA KAUMIDI TISRA BHAAG-TRIPATHI,RAMNARESH(SAMPADAK)",KAVITA KAUMIDI TISRA BHAAG,HINDI MANDIR SULTANPUR,,,,1984,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,393,0,0,SHIKSHA NIDESHAK U.P.,KAVYANJALI-SHIKSHA NIDESHAK U.P.,KAVYANJALI,SHIKSHA NIDESHAK U.P.,,,,1975,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,405,0,0,"GUPT,MATHILISHARAN","YASHODHRA-GUPT,MATHILISHARAN",YASHODHRA,SAHITYA SADAN JHANSHI,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,422,0,0,"BRIJLAL,TRILOKINATH (SAMPADAK)","DWAMA NIBANDH SANGRAH-BRIJLAL,TRILOKINATH (SAMPADAK)",DWAMA NIBANDH SANGRAH,HINDI PRACHAR SABHA MATHURA,,,,1972,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,434,0,0,"GARG,LAKSHMINARAYAN (SAMPADAK)","FILMY VIVIDH GEET ANK-9-GARG,LAKSHMINARAYAN (SAMPADAK)",FILMY VIVIDH GEET ANK-9,SANGEET KARYALA HATHRUS U.P.,,,,1998,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,440,0,0,RAJKAMAL PRAKASHAN,PRATINIDHI KAVITAE-FAIZ AHMAD FAIZ-RAJKAMAL PRAKASHAN,PRATINIDHI KAVITAE-FAIZ AHMAD FAIZ,RAJKAMAL PRAKASHAN DELHI,,,,2013,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,447,0,0,"MISHR,VISHWANATH PRASAD (SAMPADAK)","KAVITAWALI-MISHR,VISHWANATH PRASAD (SAMPADAK)",KAVITAWALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
